step,learning_rate,train_loss,train_bpc,val_loss,val_bpc,step_time_sec
1,6e-07,8.761887550354004,12.640731717722469,8.764476895332336,12.644467352881861,0.27914861199678853
2,1.2e-06,8.761703491210938,12.640466176509538,,,0.010428222012706101
3,1.8e-06,8.758739471435547,12.636189999878484,,,0.009802632965147495
4,2.4e-06,8.744708061218262,12.615946953941329,,,0.009543508989736438
5,2.9999999999999997e-06,8.735148429870605,12.602155321203337,,,0.010224091005511582
6,3.6e-06,8.729215621948242,12.593596088635199,,,0.011975725006777793
7,4.2e-06,8.727248191833496,12.590757686965357,,,0.01077945897122845
8,4.8e-06,8.702545166015625,12.555118754122963,,,0.00994792504934594
9,5.399999999999999e-06,8.689374923706055,12.53611811085564,,,0.010135175019968301
10,5.999999999999999e-06,8.667030334472656,12.503881682777916,,,0.009234139986801893
11,6.599999999999999e-06,8.644620895385742,12.471551696138121,,,0.00948964903363958
12,7.2e-06,8.62700080871582,12.44613128447939,,,0.009393599000759423
13,7.799999999999998e-06,8.579611778259277,12.377763365247201,,,0.009588282962795347
14,8.4e-06,8.576220512390137,12.372870802795456,,,0.009676126996055245
15,8.999999999999999e-06,8.55156135559082,12.337295159568578,,,0.009588902990799397
16,9.6e-06,8.512598037719727,12.281082974099371,,,0.009269907022826374
17,1.02e-05,8.493765830993652,12.253913842846668,,,0.010136627999600023
18,1.0799999999999998e-05,8.462251663208008,12.208448509264576,,,0.010242015006951988
19,1.14e-05,8.446859359741211,12.18624210938517,,,0.010234331013634801
20,1.1999999999999999e-05,8.423234939575195,12.152159275567781,,,0.01050335296895355
21,1.26e-05,8.388006210327148,12.101334962584804,,,0.011123151052743196
22,1.3199999999999997e-05,8.366567611694336,12.070405602653638,,,0.011242385022342205
23,1.3799999999999998e-05,8.339463233947754,12.031302251292262,,,0.011166081007104367
24,1.44e-05,8.319598197937012,12.002643062352483,,,0.010949235991574824
25,1.4999999999999999e-05,8.297688484191895,11.971034026985107,,,0.011333083966746926
26,1.5599999999999996e-05,8.26430892944336,11.922877508882314,,,0.009764151007402688
27,1.6199999999999997e-05,8.253820419311523,11.9077457873288,,,0.00964782398659736
28,1.68e-05,8.234522819519043,11.879905235807128,,,0.009126037999521941
29,1.74e-05,8.20799446105957,11.841632904614722,,,0.009378360991831869
30,1.7999999999999997e-05,8.191865921020508,11.818364339883587,,,0.009430598001927137
31,1.8599999999999998e-05,8.153508186340332,11.763025826280764,,,0.009635770984459668
32,1.92e-05,8.148279190063477,11.755481979283317,,,0.00980703200912103
33,1.98e-05,8.113569259643555,11.705406134796895,,,0.010572722007054836
34,2.04e-05,8.078020095825195,11.654119532448398,,,0.010008137964177877
35,2.1e-05,8.05064868927002,11.614630939949091,,,0.01088219095254317
36,2.1599999999999996e-05,8.04727840423584,11.609768646443898,,,0.010155714000575244
37,2.2199999999999998e-05,8.042499542236328,11.602874205936109,,,0.010752237983979285
38,2.28e-05,8.012468338012695,11.559548336530751,,,0.011174237006343901
39,2.34e-05,7.980075836181641,11.5128158347771,,,0.010481923003681004
40,2.3999999999999997e-05,7.956182479858398,11.478345008099367,,,0.010076033999212086
41,2.4599999999999998e-05,7.96121883392334,11.485610931133019,,,0.00958906498271972
42,2.52e-05,7.935781002044678,11.448911897230706,,,0.009189378004521132
43,2.5799999999999997e-05,7.921083450317383,11.427707812240529,,,0.009210605989210308
44,2.6399999999999995e-05,7.901414394378662,11.399331362778769,,,0.00896834401646629
45,2.6999999999999996e-05,7.897799491882324,11.394116160874004,,,0.00937236804747954
46,2.7599999999999997e-05,7.872257709503174,11.35726715810014,,,0.00965833303052932
47,2.8199999999999998e-05,7.867022514343262,11.349714368004848,,,0.00968060502782464
48,2.88e-05,7.846428871154785,11.320004021102996,,,0.01016586204059422
49,2.94e-05,7.839136600494385,11.309483498384417,,,0.009707504999823868
50,2.9999999999999997e-05,7.790645599365234,11.23952577152765,,,0.01028374198358506
51,3.06e-05,7.771624565124512,11.21208421975598,,,0.009790049982257187
52,3.119999999999999e-05,7.766589164733887,11.204819672583536,,,0.010219471994787455
53,3.1799999999999994e-05,7.728329181671143,11.149622184754419,,,0.010443841980304569
54,3.2399999999999995e-05,7.749002456665039,11.179447416067047,,,0.010321723006200045
55,3.2999999999999996e-05,7.708815574645996,11.121470000669383,,,0.010568685014732182
56,3.36e-05,7.708227157592773,11.120621094304726,,,0.010214503039605916
57,3.42e-05,7.657580375671387,11.047553233189756,,,0.009031431982293725
58,3.48e-05,7.672513008117676,11.069096467967434,,,0.008877544023562223
59,3.539999999999999e-05,7.655020236968994,11.043859733779826,,,0.00898677803343162
60,3.5999999999999994e-05,7.580696105957031,10.936632678550485,,,0.008996466000098735
61,3.6599999999999995e-05,7.595955848693848,10.958647833722132,,,0.009678962000180036
62,3.7199999999999996e-05,7.58262300491333,10.939412606119031,,,0.009938798029907048
63,3.78e-05,7.555903434753418,10.900864414754642,,,0.010214132023975253
64,3.84e-05,7.560473918914795,10.907458229588721,,,0.010239178955089301
65,3.9e-05,7.514871120452881,10.84166729839706,,,0.009743743052240461
66,3.96e-05,7.5129780769348145,10.838936213901357,,,0.010427892033476382
67,4.02e-05,7.47541618347168,10.784745856475695,,,0.010184786980971694
68,4.08e-05,7.5013628005981445,10.82217891233189,,,0.010252834996208549
69,4.14e-05,7.4658284187316895,10.7709136358321,,,0.010560289956629276
70,4.2e-05,7.452619552612305,10.751857270185898,,,0.012616262014489621
71,4.259999999999999e-05,7.464786529541016,10.76941050746356,,,0.010301827045623213
72,4.319999999999999e-05,7.384916305541992,10.654182131385477,,,0.009203423047438264
73,4.3799999999999994e-05,7.380837440490723,10.648297573003555,,,0.008837278990540653
74,4.4399999999999995e-05,7.401010036468506,10.67740047718256,,,0.009064973972272128
75,4.4999999999999996e-05,7.408762454986572,10.68858485293347,,,0.00951187004102394
76,4.56e-05,7.367027282714844,10.628373726866402,,,0.009374072018545121
77,4.62e-05,7.350388526916504,10.604369076389574,,,0.009907037951052189
78,4.68e-05,7.323429107666016,10.565474855931647,,,0.010030468984041363
79,4.7399999999999993e-05,7.339763164520264,10.589039918752869,,,0.009854128991719335
80,4.7999999999999994e-05,7.3089399337768555,10.544571396615178,,,0.010424214997328818
81,4.8599999999999995e-05,7.2880048751831055,10.514368491401255,,,0.010241522977594286
82,4.9199999999999997e-05,7.253598213195801,10.464730170778628,,,0.010559378017205745
